message_id,item_id,group_id,item_title,priority,confidence,score,group_status,group_latest_deadline,as_of,reason,signals
MSG_0656,TASK_0192,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0657,TASK_0193,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0658,TASK_0194,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0659,TASK_0195,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0660,EVENT_0122,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0662,TASK_0196,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0664,EVENT_0123,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0667,TASK_0197,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0668,EVENT_0124,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0670,TASK_0198,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0673,EVENT_0125,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0674,EVENT_0126,GROUP_027,Project review,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-29 (MSG_0963) passed 6 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0683,EVENT_0127,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0688,TASK_0199,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0690,TASK_0200,GROUP_034,Prepare the demo video,low,0.5046,-5.7,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0937 reports this complete.,status_completed status_contested
MSG_0692,TASK_0201,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0693,EVENT_0128,GROUP_027,Project review,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-29 (MSG_0963) passed 6 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0694,TASK_0202,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
MSG_0697,EVENT_0129,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0706,EVENT_0130,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0707,EVENT_0131,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0708,TASK_0203,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0711,EVENT_0132,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0716,TASK_0204,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0717,TASK_0205,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0719,EVENT_0133,GROUP_003,Mentor catch-up,medium,0.7509,2.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-05 (MSG_0969) is the day of the most recent message; this subject is a meeting or event.,deadline_today category_meeting_event
MSG_0720,TASK_0206,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0722,TASK_0207,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0725,TASK_0208,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0728,TASK_0209,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0730,TASK_0210,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0736,TASK_0211,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0738,TASK_0212,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0740,TASK_0213,GROUP_007,Renew the library book,critical,0.8892,8.5,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0986) passed 5 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the subject has been chased 5 times.,deadline_overdue deadline_moved_earlier deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0743,TASK_0214,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0744,EVENT_0134,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0745,EVENT_0135,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0747,EVENT_0136,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0754,TASK_0215,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0757,TASK_0216,GROUP_021,Call the service centre,low,0.5664,-5.1,completed,2026-10-02,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0939 reports this complete.,status_completed status_contested chased_after_closure
MSG_0759,EVENT_0137,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0761,TASK_0217,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0770,EVENT_0138,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0771,TASK_0218,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0775,TASK_0219,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0776,TASK_0220,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0779,TASK_0221,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0780,TASK_0222,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0783,TASK_0223,GROUP_008,Review the model results,low,0.5659,-5.1,completed,2026-09-30,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0935 reports this complete.,status_completed status_contested chased_after_closure
MSG_0784,TASK_0224,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0787,TASK_0225,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0788,EVENT_0139,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0789,EVENT_0140,GROUP_029,Placement briefing,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0970) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0792,EVENT_0141,GROUP_027,Project review,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-29 (MSG_0963) passed 6 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0793,EVENT_0142,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0795,TASK_0226,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0797,EVENT_0143,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0798,EVENT_0144,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0799,TASK_0227,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0800,EVENT_0145,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0801,EVENT_0146,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0809,TASK_0228,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0810,EVENT_0147,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0811,TASK_0229,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0814,TASK_0230,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
MSG_0815,TASK_0231,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0816,TASK_0232,GROUP_018,Review the file before the meeting,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0819,TASK_0233,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0821,EVENT_0148,GROUP_029,Placement briefing,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0970) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0822,EVENT_0149,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0823,EVENT_0150,GROUP_029,Placement briefing,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0970) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0824,TASK_0234,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0826,TASK_0235,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0827,TASK_0236,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0829,TASK_0237,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0831,EVENT_0151,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0837,EVENT_0152,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0840,EVENT_0153,GROUP_048,Review,low,0.5952,0.05,pending,,2026-10-05 01:24:00,"Assessed low: this subject is a meeting or event. the only statements made about this subject are hedged (""could be""), so no firm status can be asserted.",status_unclear no_deadline category_meeting_event
MSG_0841,EVENT_0154,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0845,EVENT_0155,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0847,EVENT_0156,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0849,EVENT_0157,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0850,TASK_0238,GROUP_034,Prepare the demo video,low,0.5046,-5.7,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0937 reports this complete.,status_completed status_contested
MSG_0851,TASK_0239,GROUP_034,Prepare the demo video,low,0.5046,-5.7,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0937 reports this complete.,status_completed status_contested
MSG_0853,TASK_0240,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0859,TASK_0241,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0860,EVENT_0158,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0861,EVENT_0159,GROUP_003,Mentor catch-up,medium,0.7509,2.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-05 (MSG_0969) is the day of the most recent message; this subject is a meeting or event.,deadline_today category_meeting_event
MSG_0862,TASK_0242,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0864,TASK_0243,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0865,TASK_0244,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0866,EVENT_0160,GROUP_003,Mentor catch-up,medium,0.7509,2.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-05 (MSG_0969) is the day of the most recent message; this subject is a meeting or event.,deadline_today category_meeting_event
MSG_0868,EVENT_0161,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0870,TASK_0245,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0871,EVENT_0162,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0873,EVENT_0163,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0877,EVENT_0164,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0878,EVENT_0165,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0879,TASK_0246,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0882,EVENT_0166,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0883,TASK_0247,GROUP_008,Review the model results,low,0.5659,-5.1,completed,2026-09-30,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0935 reports this complete.,status_completed status_contested chased_after_closure
MSG_0884,TASK_0248,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0886,EVENT_0167,GROUP_049,Review,low,0.5952,0.05,pending,,2026-10-05 01:24:00,"Assessed low: this subject is a meeting or event. the only statements made about this subject are hedged (""could be""), so no firm status can be asserted.",status_unclear no_deadline category_meeting_event
MSG_0893,TASK_0249,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0894,EVENT_0168,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0895,EVENT_0169,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0898,TASK_0250,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
